Date;ENGI FP Equity;CS FP Equity;RTY Index;SPX Index;SX5E Index;SXXP Index
12/08/2015;17.29;23.79;1208.98;2086.05;3484.41;382.99
11/08/2015;17.675;24.76;1211.137;2084.07;3605.28;393.61
10/08/2015;17.94;25.195;1222.672;2104.18;3674.94;399.82
07/08/2015;17.91;24.725;1206.9;2077.57;3637.8;397.07
06/08/2015;17.75;24.875;1215.846;2083.56;3668.47;400.7
05/08/2015;17.82;24.61;1231.753;2099.84;3676.75;403.93
04/08/2015;17.545;24.22;1228.847;2093.32;3619.31;398.75
03/08/2015;17.645;24.255;1231.79;2098.04;3635.4;399.44
31/07/2015;17.485;24.00;1238.68;2103.84;3600.69;396.37
30/07/2015;17.56;24.15;1232.071;2108.63;3583.79;396.24
29/07/2015;16.89;23.995;1229.6;2108.57;3575.53;394.01
28/07/2015;16.54;24.015;1224.599;2093.25;3554.11;390.02
27/07/2015;16.87;23.70;1214.614;2067.64;3513.1;385.91
24/07/2015;17.37;24.115;1225.992;2079.65;3600;394.64
23/07/2015;17.46;24.605;1244.971;2102.15;3634.64;398.1
22/07/2015;17.48;24.41;1258.35;2114.15;3635.58;400.28
21/07/2015;17.575;24.35;1254.574;2119.21;3647.96;402.66
20/07/2015;17.705;24.63;1260.225;2128.28;3686.58;406.8
17/07/2015;17.66;24.485;1267.092;2126.64;3670.34;405.68
16/07/2015;17.835;24.495;1272.832;2124.29;3676.41;405.43
15/07/2015;17.625;23.895;1264.521;2107.4;3623.87;400.03
14/07/2015;17.575;23.81;1273.328;2108.95;3607.19;398.3
13/07/2015;17.475;23.665;1265.347;2099.6;3590.43;396.46
10/07/2015;17.25;23.015;1252.021;2076.62;3528.81;388.8
09/07/2015;16.73;22.095;1234.154;2051.31;3420.03;381.06
08/07/2015;16.30;21.455;1228.965;2046.68;3327.5;372.88
07/07/2015;16.11;21.14;1248.052;2081.34;3294.19;372.74
06/07/2015;16.32;21.81;1246.959;2068.76;3365.2;378.68
03/07/2015;16.72;22.545;#N/A;#N/A;3441.76;383.42
02/07/2015;16.97;22.60;1248.259;2076.78;3463.25;385.46
01/07/2015;16.73;23.005;1256.397;2077.42;3496.28;387.07
30/06/2015;16.64;22.63;1253.947;2063.11;3424.3;381.31
29/06/2015;16.85;22.60;1246.754;2057.64;3468.9;386.17
26/06/2015;17.49;23.855;1279.794;2101.49;3621.37;396.85
25/06/2015;17.605;23.53;1283.281;2102.31;3610.91;396.39
24/06/2015;17.73;23.455;1283.917;2108.58;3610.95;397.32
23/06/2015;17.785;23.375;1295.799;2124.2;3625.97;398.83
22/06/2015;17.655;23.30;1292.392;2122.85;3596.07;394.25
19/06/2015;17.07;22.42;1284.661;2109.99;3455.8;385.59
18/06/2015;17.06;22.535;1284.676;2121.24;3450.45;384.22
17/06/2015;16.915;22.365;1268.332;2100.44;3428.76;383.74
16/06/2015;16.91;22.52;1269.53;2096.29;3454.09;385.49
15/06/2015;16.89;22.085;1261.038;2084.43;3438.07;383.02
12/06/2015;17.16;22.51;1265.022;2094.11;3502.77;389.38
11/06/2015;17.52;22.775;1268.92;2108.86;3551.91;393
10/06/2015;17.53;22.53;1266.927;2105.2;3526.48;390.78
09/06/2015;17.265;22.155;1249.658;2080.15;3456.79;383.87
08/06/2015;17.39;22.12;1253.7;2079.28;3468.31;385.39
05/06/2015;17.635;22.405;1261.007;2092.83;3510.01;389
04/06/2015;17.835;22.755;1251.286;2095.84;3556.38;392.65
03/06/2015;18.11;22.98;1264.582;2114.07;3583.82;395.93
02/06/2015;18.085;22.94;1251.797;2109.6;3561.89;396.45
01/06/2015;18.24;22.93;1249.617;2111.73;3575.04;400.57
29/05/2015;18.375;22.915;1246.532;2107.39;3570.78;399.87
28/05/2015;18.83;23.745;1253.098;2120.79;3650.71;406.83
27/05/2015;18.875;24.165;1254.357;2123.48;3682.87;408.88
26/05/2015;18.42;23.78;1238.756;2104.2;3619.3;403.61
25/05/2015;18.50;23.805;#N/A;#N/A;3655.41;406.56
22/05/2015;18.725;23.935;1252.224;2126.06;3679.14;407.74
21/05/2015;18.66;23.93;1256.737;2130.82;3688.72;407.87
20/05/2015;18.64;23.85;1257.737;2125.85;3683.48;406.42
19/05/2015;18.275;23.66;1255.658;2127.83;3670.52;404.78
18/05/2015;17.80;22.825;1257.524;2129.2;3589.22;398.09
15/05/2015;17.825;22.785;1243.948;2122.73;3573.07;396.45
14/05/2015;17.875;22.76;1245.106;2121.1;3602.22;397.99
13/05/2015;17.795;22.47;1232.275;2098.48;3553.42;395.46
12/05/2015;18.25;22.165;1233.129;2099.12;3573.1;396.09
11/05/2015;18.40;22.325;1235.832;2105.33;3624.41;401.34
08/05/2015;18.525;23.445;1234.928;2116.1;3649.48;400.16
07/05/2015;17.945;23.18;1225.542;2088;3556.21;388.98
06/05/2015;17.985;22.54;1219.358;2080.15;3558.03;388.68
05/05/2015;17.775;22.275;1215.417;2089.46;3546.56;391.01
04/05/2015;18.035;22.735;1233.217;2114.49;3632.94;396.82
30/04/2015;18.205;22.615;1220.125;2085.51;3615.59;395.79
29/04/2015;18.735;22.245;1246.955;2106.85;3617.11;397.3
28/04/2015;19.315;22.50;1259.357;2114.76;3715.42;406.28
27/04/2015;19.51;23.325;1252.7;2108.92;3771.45;412.42
24/04/2015;19.29;22.87;1267.535;2117.69;3713.96;408.42
23/04/2015;18.92;23.11;1271.535;2112.93;3697.88;407.18
22/04/2015;19.095;23.485;1265.482;2107.96;3724.49;408.99
21/04/2015;19.30;23.50;1264.151;2097.29;3719.38;409.12
20/04/2015;19.385;23.77;1264.918;2100.4;3718.04;406.87
17/04/2015;19.315;23.435;1251.858;2081.18;3674.05;403.69
16/04/2015;19.47;23.995;1272.898;2104.99;3751.72;410.93
15/04/2015;19.365;24.27;1275.35;2106.63;3803.55;414.06
14/04/2015;19.145;24.16;1265.354;2095.84;3784.53;411.7
13/04/2015;19.245;24.415;1265.589;2092.43;3828.78;413.63
10/04/2015;19.265;24.475;1264.775;2102.06;3816.76;412.93
09/04/2015;19.275;24.355;1259.108;2091.18;3781.79;409.15
08/04/2015;19.245;24.095;1262.708;2081.9;3742.63;404.66
07/04/2015;19.40;24.17;1253.358;2076.33;3768.72;404.34
02/04/2015;18.505;23.915;1255.657;2066.96;3715.27;397.8
01/04/2015;18.54;23.80;1251.708;2059.69;3714.89;398.52
31/03/2015;18.405;23.455;1252.772;2067.89;3697.38;397.3
30/03/2015;18.705;23.75;1257.802;2086.24;3727.8;399.84
27/03/2015;18.77;23.53;1240.409;2061.02;3679.03;395.54
26/03/2015;18.645;23.25;1231.99;2056.15;3669.79;394.54
25/03/2015;18.87;23.555;1233.855;2061.05;3684.04;397.95
24/03/2015;18.97;23.67;1263.463;2091.5;3731.35;402.49
23/03/2015;18.895;23.425;1264.713;2104.42;3699.04;401.24
20/03/2015;19.00;23.825;1266.373;2108.1;3726.07;404.01
19/03/2015;18.83;23.325;1254.862;2089.27;3670.73;400.83
18/03/2015;18.85;23.325;1252.141;2099.5;3668.52;398.65
17/03/2015;18.69;23.475;1242.226;2074.28;3672.16;397.33
16/03/2015;18.485;23.76;1239.777;2081.19;3706.75;400.18
13/03/2015;18.23;23.405;1232.138;2053.4;3656.21;396.61
12/03/2015;18.23;23.11;1236.641;2065.95;3641.32;395.36
11/03/2015;18.54;22.82;1215.778;2040.24;3649.54;395.48
10/03/2015;18.44;22.395;1208.474;2044.16;3567.25;389.66
09/03/2015;18.80;22.835;1223.587;2079.43;3610.28;393.19
06/03/2015;18.895;22.79;1217.515;2071.26;3617.62;394.18
05/03/2015;19.10;22.68;1234.313;2101.04;3618.21;393.78
04/03/2015;19.00;22.53;1230.73;2098.53;3583.44;390.61
03/03/2015;18.99;22.225;1234.763;2107.78;3549.11;387.68
02/03/2015;19.44;22.465;1242.619;2117.39;3591.09;391.29
27/02/2015;19.875;22.69;1233.368;2104.5;3599;392.21
26/02/2015;19.475;22.47;1239.114;2110.74;3574.94;390.69
25/02/2015;19.29;22.00;1235.101;2113.86;3541.78;386.76
24/02/2015;19.24;21.435;1233.976;2115.48;3547.1;387.25
23/02/2015;18.805;21.295;1231.831;2109.66;3519.58;385.08
20/02/2015;18.59;21.15;1231.789;2110.3;3490.53;382.27
19/02/2015;18.68;21.25;1227.911;2097.45;3488.08;381.41
18/02/2015;18.68;21.005;1227.955;2099.68;3465.8;380.37
17/02/2015;18.74;20.605;1225.014;2100.34;3438.44;377.02
16/02/2015;18.60;20.535;#N/A;#N/A;3433.3;376.55
13/02/2015;18.72;20.84;1223.131;2096.99;3447.59;377.07
12/02/2015;18.80;20.845;1216.266;2088.48;3417.61;374.83
11/02/2015;18.775;20.655;1201.555;2068.53;3374.14;372.04
10/02/2015;18.96;20.855;1203.179;2068.59;3383.13;372.94
09/02/2015;18.685;20.43;1195.826;2046.74;3347.75;370.55
06/02/2015;19.01;20.86;1205.464;2055.47;3398.16;373.31
05/02/2015;19.145;20.72;1208.707;2062.52;3408.96;372.51
04/02/2015;19.605;21.01;1191.442;2041.51;3415.53;372.1
03/02/2015;19.70;21.095;1196.988;2050.03;3414.18;370.28
02/02/2015;19.835;20.815;1175.515;2020.85;3370.11;367.28
30/01/2015;19.725;20.855;1165.392;1994.99;3351.44;367.05
29/01/2015;19.995;21.155;1190.182;2021.25;3371.83;368.76
28/01/2015;19.765;20.93;1175.115;2002.16;3358.96;369.08
27/01/2015;19.465;20.85;1194.658;2029.55;3372.58;368.7
26/01/2015;19.68;20.76;1200.74;2057.09;3414.28;372.39
23/01/2015;19.505;20.695;1188.928;2051.82;3382.55;370.37
22/01/2015;19.28;20.64;1190.371;2063.15;3322.65;364.05
21/01/2015;18.705;20.25;1166.251;2032.12;3269.73;358.12
20/01/2015;18.815;20.16;1170.254;2022.55;3244.92;355.96
19/01/2015;18.63;20.035;#N/A;#N/A;3220.9;353.18
16/01/2015;18.445;19.905;1176.655;2019.42;3202.24;352.4
15/01/2015;18.26;19.49;1154.709;1992.67;3157.36;348.45
14/01/2015;18.01;18.80;1177.06;2011.27;3089.67;339.67
13/01/2015;18.63;19.165;1180.636;2023.03;3133.86;344.77
12/01/2015;18.28;18.74;1180.093;2028.26;3084.18;339.87
09/01/2015;18.22;18.715;1185.676;2044.81;3042.9;337.93
08/01/2015;18.79;19.145;1196.121;2062.14;3135.08;342.35
07/01/2015;18.135;18.385;1175.968;2025.9;3026.79;333.2
06/01/2015;18.305;18.19;1161.311;2002.61;3007.91;331.61
05/01/2015;18.49;18.39;1181.346;2020.58;3023.14;333.99
02/01/2015;19.31;19.10;1198.8;2058.2;3139.44;341.33
31/12/2014;19.43;19.205;1204.696;2058.9;3146.43;342.54
30/12/2014;19.385;19.125;1213.055;2080.35;3135.95;341.02
29/12/2014;19.95;19.39;1219.109;2090.57;3185.17;344.27
24/12/2014;19.65;19.53;1206.787;2081.88;3184.66;343.89
23/12/2014;19.83;19.585;1202.438;2082.17;3192.47;344.06
22/12/2014;19.405;19.375;1201.861;2078.54;3154.91;341.97
19/12/2014;19.495;19.305;1195.941;2070.65;3141.28;340.3
18/12/2014;19.59;19.235;1192.158;2061.23;3153.77;339.05
17/12/2014;18.77;18.23;1174.831;2012.89;3051.99;329.34
16/12/2014;18.77;18.325;1139.376;1972.74;3049.99;328.88
15/12/2014;18.275;18.04;1140.295;1989.63;2982.9;323.29
12/12/2014;18.94;18.505;1152.446;2002.33;3067.32;330.54
11/12/2014;19.445;19.07;1166.957;2035.33;3159.11;339.31
10/12/2014;19.53;18.975;1161.865;2026.14;3150.95;339.32
09/12/2014;19.61;19.08;1188.057;2059.82;3162.77;340.48
08/12/2014;20.265;19.60;1167.21;2060.31;3247.99;348.61
05/12/2014;20.52;19.72;1182.431;2075.37;3277.38;350.97
04/12/2014;19.755;19.20;1173.007;2071.92;3191.25;344.84
03/12/2014;19.99;19.255;1179.008;2074.33;3247.72;349.34
02/12/2014;19.975;19.20;1168.455;2066.55;3238.35;347.37
01/12/2014;19.935;19.18;1154.052;2053.44;3232.91;345.64
28/11/2014;19.815;19.415;1173.229;2067.56;3250.93;347.25
27/11/2014;19.90;19.28;#N/A;#N/A;3244.92;347.49
26/11/2014;19.455;19.165;1190.624;2072.83;3226.08;346.28
25/11/2014;19.285;19.12;1186.331;2067.03;3226.15;346.28
24/11/2014;18.965;19.13;1186.94;2069.41;3211.7;345.72
21/11/2014;18.82;18.915;1172.416;2063.5;3194.22;345.24
20/11/2014;18.49;18.465;1170.752;2052.75;3102.21;338.28
19/11/2014;18.75;18.785;1157.687;2048.72;3123.12;339.15
18/11/2014;18.665;18.83;1170.283;2051.8;3120.42;339.3
17/11/2014;18.445;18.61;1164.234;2041.32;3084.79;337.25
14/11/2014;18.465;18.49;1173.805;2039.82;3059.99;335.63
13/11/2014;18.395;18.38;1175.415;2039.33;3056.8;335.86
12/11/2014;18.45;18.265;1186.467;2038.25;3047.3;335.09
11/11/2014;18.95;18.59;1179.958;2039.68;3104.59;338.93
10/11/2014;18.85;18.495;1179.566;2038.26;3094.6;337.71
07/11/2014;18.625;18.26;1173.319;2031.92;3064.92;335.25
06/11/2014;18.855;18.325;1171.857;2031.21;3102.07;337.08
05/11/2014;18.775;18.245;1167.07;2023.57;3091.54;336.36
04/11/2014;18.635;17.96;1165.417;2012.1;3034.24;330.88
03/11/2014;18.77;18.17;1170.202;2017.81;3082.32;334.25
31/10/2014;19.355;18.41;1173.51;2018.05;3113.32;336.8
30/10/2014;18.93;17.875;1155.77;1994.65;3035.9;330.71
29/10/2014;18.87;17.89;1146.369;1982.3;3022.42;328.78
28/10/2014;18.65;18.02;1149.452;1985.05;3036.15;328.25
27/10/2014;18.09;17.75;1117.477;1961.63;2998.84;325.1
24/10/2014;18.175;17.915;1118.824;1964.58;3030.37;327.17
23/10/2014;18.235;17.965;1116.486;1950.82;3044.3;328.26
22/10/2014;17.995;17.695;1096.872;1927.11;3008.53;326.11
21/10/2014;17.93;17.705;1112.847;1941.28;2991.46;323.74
20/10/2014;17.59;17.285;1094.966;1904.01;2927.3;317.01
17/10/2014;17.835;17.545;1082.325;1886.76;2962.24;318.68
16/10/2014;16.935;16.94;1085.846;1862.76;2874.65;310.03
15/10/2014;17.105;17.27;1072.446;1862.49;2892.55;311.36
14/10/2014;18.085;18.23;1061.6;1877.7;3000.99;321.53
13/10/2014;18.085;18.28;1049.303;1874.74;2998.32;321.56
10/10/2014;18.505;18.265;1053.324;1906.13;2991.5;321.62
09/10/2014;18.79;18.36;1067.993;1928.21;3042.45;326.67
08/10/2014;19.00;18.64;1097.123;1968.89;3053.31;328
07/10/2014;19.015;18.79;1076.31;1935.1;3082.1;330.85
06/10/2014;19.40;19.06;1094.646;1964.82;3138.67;336
03/10/2014;19.455;19.125;1104.743;1967.9;3133.37;335.19
02/10/2014;19.225;18.885;1096.379;1946.17;3106.42;332.05
01/10/2014;19.715;19.37;1085.409;1946.16;3195.08;340.22
30/09/2014;19.86;19.51;1101.676;1972.29;3225.93;343.08
29/09/2014;19.445;19.425;1117.907;1977.8;3186.95;340.99
26/09/2014;19.54;19.815;1119.331;1982.85;3219.58;342.3
25/09/2014;19.305;19.595;1110.242;1965.99;3202.31;341.44
24/09/2014;19.43;19.80;1128.31;1998.3;3244.01;344.35
23/09/2014;19.215;19.70;1118.715;1982.77;3205.93;341.89
22/09/2014;19.71;19.98;1129.362;1994.29;3257.48;346.69
19/09/2014;19.795;19.895;1146.92;2010.4;3273.25;348.52
18/09/2014;19.625;19.86;1159.274;2011.36;3271.37;347.78
17/09/2014;19.52;19.615;1153.89;2001.57;3237.44;344.39
16/09/2014;19.505;19.47;1150.971;1998.98;3221.73;342.84
15/09/2014;19.505;19.615;1146.52;1984.13;3231.7;343.91
12/09/2014;19.365;19.495;1160.607;1985.54;3235.07;344.27
11/09/2014;19.40;19.36;1172.343;1997.45;3237.76;344.27
10/09/2014;19.42;19.33;1164.987;1995.69;3244.16;344.7
09/09/2014;19.395;19.20;1158.499;1988.44;3245.43;344.87
08/09/2014;19.57;19.325;1172.314;2001.54;3267.54;346.09
05/09/2014;19.67;19.425;1170.133;2007.71;3275.25;347.57
04/09/2014;19.27;19.545;1167.214;1997.65;3277.25;348.89
03/09/2014;18.95;19.165;1172.198;2000.72;3218.84;344.97
02/09/2014;18.94;18.865;1179.473;2002.28;3180.29;342.75
01/09/2014;18.965;18.83;#N/A;#N/A;3175.05;342.86
29/08/2014;18.745;18.85;1174.352;2003.37;3172.63;342
28/08/2014;18.62;18.68;1165.948;1996.74;3164.44;341.05
27/08/2014;18.68;18.895;1172.714;2000.12;3194.45;343.33
26/08/2014;18.815;18.95;1175.17;2000.02;3197.54;342.96
25/08/2014;18.96;18.765;1165.221;1997.92;3165.47;340.46
22/08/2014;18.555;18.43;1160.343;1988.4;3098.5;336.75
21/08/2014;18.70;18.47;1160.029;1992.37;3124.56;337.51
20/08/2014;18.63;18.125;1157.512;1986.51;3083.5;335.3
19/08/2014;19.06;18.27;1162.467;1981.6;3091.11;335.49
18/08/2014;19.04;18.185;1158.405;1971.74;3073.45;333.6
15/08/2014;18.94;18.05;1141.648;1955.06;3033.52;329.72
14/08/2014;19.00;18.23;1143.344;1955.18;3058.16;331.04
13/08/2014;18.895;18.14;1141.779;1946.72;3056.17;330.02
12/08/2014;18.63;17.96;1133.031;1933.75;3023.77;328.74
11/08/2014;18.705;17.94;1141.926;1936.92;3047.56;329.36
08/08/2014;18.445;17.59;1131.349;1931.59;3006.83;324.91
07/08/2014;18.475;17.465;1119.759;1909.57;3012.88;326.96
06/08/2014;18.845;17.605;1125.551;1920.24;3050.37;329.19
05/08/2014;18.945;17.865;1121.563;1920.21;3072.2;332.1
04/08/2014;18.815;17.785;1124.82;1938.99;3070.46;331.15
01/08/2014;18.845;17.365;1114.857;1925.15;3072.57;331.91
31/07/2014;19.25;17.19;1120.068;1930.67;3115.51;335.99
30/07/2014;19.575;17.54;1146.569;1970.07;3169.23;340.44
29/07/2014;19.855;17.735;1141.643;1969.95;3190.54;342.27
28/07/2014;19.685;17.69;1139.502;1978.91;3171.55;341.34
25/07/2014;19.795;17.67;1144.721;1978.34;3174.99;341.95
24/07/2014;20.395;17.905;1156.26;1987.98;3220.07;344.33
23/07/2014;20.185;17.735;1158.114;1987.01;3193.13;342.86
22/07/2014;20.225;17.65;1156.155;1983.53;3189.22;342.44
21/07/2014;19.99;17.36;1146.658;1973.63;3137.06;337.95
18/07/2014;19.775;17.46;1151.612;1978.22;3164.21;339.66
17/07/2014;19.665;17.54;1133.602;1958.12;3157.82;339.74
16/07/2014;19.96;17.81;1151.547;1981.57;3202.94;342.97
15/07/2014;19.815;17.47;1153.809;1973.28;3153.75;338.42
14/07/2014;19.725;17.765;1165.619;1977.1;3185.86;339.79
11/07/2014;19.605;17.62;1159.93;1967.57;3157.05;336.91
10/07/2014;19.50;17.505;1161.86;1964.68;3150.59;336.37
09/07/2014;19.865;17.69;1173.809;1972.83;3203.1;339.96
08/07/2014;19.755;17.535;1172.147;1963.71;3184.38;339.99
07/07/2014;19.945;17.79;1186.74;1977.65;3230.92;344.8
04/07/2014;20.115;18.105;#N/A;#N/A;3270.47;347.95
03/07/2014;20.21;18.15;1208.15;1985.44;3289.75;348.91
02/07/2014;20.135;17.59;1199.505;1974.62;3252.25;345.68
01/07/2014;20.16;17.575;1205.946;1973.32;3258.71;344.89
30/06/2014;20.105;17.455;1192.964;1960.23;3228.24;341.86
27/06/2014;20.255;17.51;1189.503;1960.96;3227.85;341.97
26/06/2014;20.255;17.59;1180.709;1957.22;3233.19;341.86
25/06/2014;20.325;17.67;1182.679;1959.53;3252.31;341.94
24/06/2014;20.81;17.77;1173.243;1949.98;3284.81;345.57
23/06/2014;20.55;17.85;1184.952;1962.61;3282.58;346.31
20/06/2014;20.59;17.97;1188.426;1962.87;3302.36;348.09
19/06/2014;20.88;18.155;1184.034;1959.48;3314.8;348.15
18/06/2014;20.815;17.855;1183.128;1956.98;3279.2;346.13
17/06/2014;20.645;17.925;1176.619;1941.99;3275.33;346.42
16/06/2014;20.585;17.87;1166.82;1937.78;3261.42;345.52
13/06/2014;20.71;18.075;1162.685;1936.16;3282.84;347.07
12/06/2014;20.525;18.29;1159.401;1930.11;3284.28;347.83
11/06/2014;20.795;18.485;1166.708;1943.89;3289.09;347.74
10/06/2014;21.09;18.58;1172.713;1950.79;3313.8;349.71
09/06/2014;20.95;18.685;1175.876;1951.27;3305.26;348.61
06/06/2014;20.97;18.75;1165.207;1949.44;3294.28;347.3
05/06/2014;20.86;18.38;1153.938;1940.46;3267.05;344.99
04/06/2014;20.525;18.055;1131.215;1927.88;3237.93;343.56
03/06/2014;20.575;17.99;1126.148;1924.24;3241.04;343.48
02/06/2014;20.49;18.015;1128.896;1924.97;3247.8;345.08
30/05/2014;20.485;18.11;1134.5;1923.57;3244.6;344.24
29/05/2014;20.375;18.00;1140.071;1920.03;3244.66;344.51
28/05/2014;20.39;18.05;1136.679;1909.78;3246.24;344.29
27/05/2014;20.40;17.93;1142.201;1911.91;3244.28;344.47
26/05/2014;20.415;17.79;#N/A;#N/A;3240.39;343.69
23/05/2014;20.29;17.605;1126.189;1900.53;3203.28;341.76
22/05/2014;20.305;17.495;1113.87;1892.49;3187.63;341.02
21/05/2014;19.99;17.47;1103.629;1888.03;3187.08;340.34
20/05/2014;19.79;17.33;1097.895;1872.83;3163.93;338.32
19/05/2014;19.685;17.125;1114.43;1885.08;3169.9;338.51
16/05/2014;19.425;16.98;1102.905;1877.86;3172.72;338.99
15/05/2014;19.345;17.05;1095.986;1870.85;3163.22;338.5
14/05/2014;19.51;17.56;1103.139;1888.53;3210.42;341.59
13/05/2014;19.585;17.715;1121.164;1897.45;3211.78;341.89
12/05/2014;19.465;17.45;1133.649;1896.65;3206.97;340.96
09/05/2014;19.31;17.44;1107.218;1878.48;3184.09;338.54
08/05/2014;19.08;17.59;1097.425;1875.63;3204.3;339.56
07/05/2014;18.77;17.54;1108.549;1878.21;3159.67;336.03
06/05/2014;18.67;17.58;1108.014;1867.72;3149.79;336.04
05/05/2014;18.67;17.965;1126.305;1884.66;3171.29;336.89
02/05/2014;18.545;18.18;1128.802;1881.14;3177.89;337.76
30/04/2014;18.175;18.775;1126.857;1883.95;3198.39;337.89
29/04/2014;18.96;19.16;1120.832;1878.33;3208.68;338.12
28/04/2014;19.00;18.735;1117.062;1869.43;3165.84;334.13
25/04/2014;19.07;18.65;1123.03;1863.4;3147.4;333.5
24/04/2014;19.365;18.89;1144.352;1878.61;3189.81;336.13
23/04/2014;19.565;18.78;1147.08;1875.39;3175.97;335.05
22/04/2014;19.995;18.91;1155.607;1879.55;3199.69;337.03
17/04/2014;19.94;18.475;1137.899;1864.85;3155.81;332.43
16/04/2014;19.97;18.27;1131.768;1862.31;3139.26;330.82
15/04/2014;19.655;17.94;1119.495;1842.98;3091.52;326.58
14/04/2014;19.79;18.325;1115.355;1830.61;3131.57;329.79
11/04/2014;19.625;18.135;1111.438;1815.69;3116.54;328.77
10/04/2014;19.915;18.405;1127.659;1833.08;3152.86;333.41
09/04/2014;19.93;18.69;1159.961;1872.18;3182.79;335.16
08/04/2014;19.96;18.70;1144.236;1851.96;3177.66;333.89
07/04/2014;19.805;19.04;1135.776;1845.04;3185.97;334.96
04/04/2014;19.605;19.52;1153.38;1865.09;3230.33;339.18
03/04/2014;19.71;19.48;1181.12;1888.77;3206.76;337.25
02/04/2014;19.735;19.32;1192.808;1890.9;3187.45;336.93
01/04/2014;19.83;19.03;1188.702;1885.52;3186.34;336.35
31/03/2014;19.86;18.865;1173.038;1872.34;3161.6;334.31
28/03/2014;19.96;19.105;1151.813;1857.62;3172.43;333.76
27/03/2014;19.705;19.16;1151.441;1849.04;3133.75;331.4
26/03/2014;19.705;19.215;1155.486;1852.56;3130.17;330.93
25/03/2014;19.73;18.865;1178.05;1865.62;3096.64;328.57
24/03/2014;19.385;18.515;1178.235;1857.44;3052.91;324.39
21/03/2014;19.515;18.89;1193.734;1866.52;3096.49;327.91
20/03/2014;19.63;19.035;1198.97;1872.01;3088.9;327.67
19/03/2014;19.71;18.315;1195.661;1860.77;3076.36;327.63
18/03/2014;19.70;18.33;1205.039;1872.25;3073.75;327.93
17/03/2014;19.18;18.10;1188.228;1858.83;3049.19;325.83
14/03/2014;18.87;17.73;1181.413;1841.13;3004.64;322.23
13/03/2014;18.965;18.045;1176.74;1846.34;3019.54;324.51
12/03/2014;19.235;18.355;1191.366;1868.2;3065.46;327.95
11/03/2014;19.28;18.515;1187.047;1867.63;3092.55;331.49
10/03/2014;18.915;18.645;1200.535;1877.17;3092.79;331.4
07/03/2014;18.745;18.65;1203.316;1878.04;3095.31;333.06
06/03/2014;19.04;18.91;1204.545;1877.03;3144.53;337.28
05/03/2014;18.88;18.86;1205.909;1873.81;3135.97;337.06
04/03/2014;18.71;18.89;1208.651;1873.91;3136.33;337.15
03/03/2014;18.225;18.35;1176.359;1845.73;3053.99;330.36
28/02/2014;18.59;18.94;1183.029;1859.45;3149.23;338.02
27/02/2014;18.615;18.91;1187.943;1854.29;3134.94;337.21
26/02/2014;17.555;19.075;1181.72;1845.16;3148.19;337.7
25/02/2014;17.775;19.375;1173.946;1845.12;3157.48;338.39
24/02/2014;18.025;19.635;1174.554;1847.61;3157.31;338.19
21/02/2014;18.005;19.615;1164.632;1836.25;3131.67;336.09
20/02/2014;17.885;19.55;1162.115;1839.78;3121.59;334.78
19/02/2014;17.735;19.79;1149.066;1828.75;3120.8;334.94
18/02/2014;17.38;19.95;1161.482;1840.76;3117.44;334.6
17/02/2014;17.425;20.01;#N/A;#N/A;3118.91;334.56
14/02/2014;17.43;20.09;1149.211;1838.63;3119.06;333.32
13/02/2014;17.175;19.95;1147.785;1829.83;3097.95;331.48
12/02/2014;17.06;19.82;1132.536;1819.26;3094.89;332
11/02/2014;17.005;19.72;1129.164;1819.75;3077.08;329.52
10/02/2014;16.95;19.395;1118.734;1799.84;3032.53;325.3
07/02/2014;16.985;19.405;1116.553;1797.02;3038.49;325.09
06/02/2014;16.775;19.175;1103.926;1773.43;3010.79;322.77
05/02/2014;16.525;18.755;1093.594;1751.64;2962.51;318.04
04/02/2014;16.33;18.94;1102.843;1755.2;2962.49;317.58
03/02/2014;16.345;18.73;1094.583;1741.89;2963.96;318.21
31/01/2014;16.385;19.50;1130.882;1782.59;3013.96;322.52
30/01/2014;16.515;19.65;1139.358;1794.19;3027.3;323.32
29/01/2014;16.255;19.13;1122.451;1774.2;3011.45;322.39
28/01/2014;16.375;19.465;1138.235;1792.5;3038.6;324.22
27/01/2014;16.38;18.72;1127.728;1781.56;3014.62;322.02
24/01/2014;16.575;18.73;1144.134;1790.29;3028.2;324.75
23/01/2014;16.95;19.46;1172.396;1828.46;3117.08;332.69
22/01/2014;17.00;19.88;1181.292;1844.86;3151.27;336.06
21/01/2014;17.055;19.93;1175.723;1843.8;3153.08;335.76
20/01/2014;17.435;19.885;#N/A;#N/A;3153.17;335.5
17/01/2014;17.345;20.14;1168.43;1838.7;3154.1;335.82
16/01/2014;17.01;20.15;1173.134;1845.89;3150.2;333.99
15/01/2014;17.15;20.50;1171.354;1848.38;3168.76;334.51
14/01/2014;16.885;20.095;1163.427;1838.88;3119.53;331.23
13/01/2014;16.77;20.15;1148.091;1819.2;3111.94;330.72
10/01/2014;16.775;20.225;1164.529;1842.37;3104.15;329.95
09/01/2014;16.72;20.18;1158.349;1838.13;3090.26;328.41
08/01/2014;16.85;20.39;1157.458;1837.49;3110.66;329.75
07/01/2014;16.75;20.25;1157.629;1837.88;3110.96;329.4
06/01/2014;16.545;19.75;1147.156;1826.77;3069.16;326.98
03/01/2014;16.745;19.79;1156.086;1831.37;3074.43;327.64
